,id,tags,light,point,nearby,region,scheme,address,weather,category,datetime,severity,dead_count,injured_count,parent_region,road_conditions,participants_count,participant_categories,geometry,participant_role,participant_gender,participant_violations,participant_health_status,vehicle_year,vehicle_brand,vehicle_color,vehicle_model,vehicle_category,status_role,status_gender,status_violations,status_health_status,status_years_of_driving_experience
541,2449050,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.288554, 'long': 44.905114}","[ ""Жилые дома индивидуальной застройки"" ]",Назрановский район,600.0,"с/п Яндаре, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Дождь'],Опрокидывание,2019-09-06 20:00:00,С погибшими,1,0,Республика Ингушетия,['Мокрое'],1,['Все участники'],POINT (44.905114 43.288554),,,,,1986.0,ВАЗ,Зеленый," Жигули  ВАЗ-2101, 02, 03 и модификации",Прочие легковые автомобили,Пассажир,Мужской,"[""Uknown""]","Раненый, находящийся (находившийся) на стационарном лечении",
542,2491522,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.270472, 'long': 44.846191}","[ ""АЗС"" ]",Назрановский район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 577 км",['Ясно'],Столкновение,2020-09-06 23:20:00,С погибшими,2,3,Республика Ингушетия,['Сухое'],6,['Все участники'],POINT (44.846191 43.270472),,,,,2009.0,MERCEDES,Белый,S-класс,"S-класс (высший, представительский класс) более 4,9 м",Пассажир,Мужской,['Нарушение правил применения ремней безопасности пассажиром'],"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",
543,2557535,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.288171, 'long': 44.902968}","[ ""Жилые дома индивидуальной застройки"" ]",Назрановский район,940.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Пасмурно'],Наезд на препятствие,2021-03-18 06:00:00,Тяжёлый,0,4,Республика Ингушетия,['Сухое'],4,['Все участники'],POINT (44.902968 43.288171),,,,,2008.0,ВАЗ,Иные цвета,ВАЗ 2114 и модификации,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"['Нарушение правил расположения ТС на проезжей части', 'Управление ТС лицом, лишенным права управления', 'Управление ТС в состоянии алкогольного опьянения', 'Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)', 'Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут пассажир)']","Раненый, находящийся (находившийся) на стационарном лечении",
544,2449209,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.288921, 'long': 44.964123}","[""Uknown""]",Назрановский район,200.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 585 км",['Ясно'],Столкновение,2019-07-10 23:55:00,С погибшими,1,1,Республика Ингушетия,['Сухое'],3,['Все участники'],POINT (44.964123 43.288921),,,,,2012.0,ВАЗ,Черный,Priora,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,['Нарушение правил расположения ТС на проезжей части'],"Раненый, находящийся (находившийся) на стационарном лечении",9.0
545,2540527,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.285828, 'long': 44.88989}","[ ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Назрановский район,930.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 579 км",['Ясно'],Наезд на препятствие,2021-01-24 23:15:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],2,['Все участники'],POINT (44.88989 43.285828),,,,,2013.0,ВАЗ,Белый,Priora,"В-класс (малый) до 3,9 м",Пассажир,Мужской,['Нарушение правил применения ремней безопасности пассажиром'],Скончался в течение 1 суток,
546,2449285,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.286953, 'long': 44.894772}","[ ""Производственное предприятие"", ""Жилые дома индивидуальной застройки"" ]",Назрановский район,,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 580 км",['Ясно'],Наезд на препятствие,2019-01-05 11:00:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],1,['Все участники'],POINT (44.894772 43.286953),,,,,1999.0,ВАЗ,Белый," Жигули  ВАЗ-2108, 09 и модификации                       ","С-класс (малый средний, компактный) до 4,3 м",Водитель,Женский,"['Несоблюдение очередности проезда', 'Управление ТС лицом, не имеющим права на управление ТС', 'Несоблюдение требований ОСАГО']",Не пострадал,
547,2804214,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.283735, 'long': 44.839196}","[ ""Административные здания"", ""Регулируемый перекресток"", ""Регулируемый пешеходный переход"" ]",Назрановский район,300.0,"с Плиево, ул Осканова, б н",['Ясно'],Столкновение,2023-01-27 17:00:00,С погибшими,1,4,Республика Ингушетия,['Сухое'],6,['Все участники'],POINT (44.839196 43.283735),,,,,1995.0,ВАЗ,Белый, Жигули  ВАЗ-2106 модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,"['Неправильный выбор дистанции', 'Несоблюдение требований ОСАГО']",Не пострадал,10.0
548,2804217,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.179661, 'long': 44.799886}","[ ""Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта)"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Назрановский район,300.0,"Р-217 Кавказ, подъезд к городу Магас, 4 км",['Ясно'],Столкновение,2023-01-24 18:20:00,Тяжёлый,0,2,Республика Ингушетия,['Сухое'],8,['Все участники'],POINT (44.799886 43.179661),,,,,2010.0,MERCEDES,Черный,E-класс,"Е-класс (высший средний, бизнес-класс) до 4,9 м",Водитель,Мужской,"['Несоответствие скорости конкретным условиям движения', 'Управление ТС лицом, не имеющим права на управление ТС', 'Эксплуатация незарегистрированного ТС', 'Другие нарушения ПДД водителем', 'Несоблюдение требований ОСАГО']",Не пострадал,
549,2804221,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.182524, 'long': 44.787526}","[""Uknown""]",Назрановский район,70.0,"Р-217 Кавказ, подъезд к городу Магас, 1 км",['Пасмурно'],Столкновение,2023-01-11 12:00:00,Тяжёлый,0,1,Республика Ингушетия,['Мокрое'],6,['Все участники'],POINT (44.787526 43.182524),,,,,1999.0,MERCEDES,Черный,E-класс,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"['Неправильный выбор дистанции', 'Другие нарушения ПДД водителем']","Раненый, находящийся (находившийся) на стационарном лечении",9.0
550,2804225,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.290608, 'long': 44.851599}","[ ""Жилые дома индивидуальной застройки"" ]",Назрановский район,820.0,"с Плиево, ул Осканова, *",['Ясно'],Наезд на пешехода,2023-01-03 18:10:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],2,"['Все участники', 'Пешеходы']",POINT (44.851599 43.290608),Пешеход,Женский,"['Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)', 'Отсутствие световозвращающих элементов']","Раненый, находящийся (находившийся) на стационарном лечении",2006.0,ВАЗ,Многоцветный,ВАЗ 2114 и модификации,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"['Нарушение правил расположения ТС на проезжей части', 'Несоблюдение требований ОСАГО']","Раненый, находящийся (находившийся) на стационарном лечении",15.0
551,2804228,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.272659, 'long': 44.850934}","[ ""АЗС"" ]",Назрановский район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 577 км",['Ясно'],Столкновение,2022-12-21 10:20:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],2,['Все участники'],POINT (44.850934 43.272659),,,,,2007.0,ВАЗ,Черный,Priora,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,['Несоответствие скорости конкретным условиям движения'],"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",17.0
552,2804231,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.308278, 'long': 44.684615}","[""Uknown""]",Назрановский район,610.0,"Назрань-Малгобек-Н. Курп-Терек, 15 км",['Ясно'],Съезд с дороги,2022-12-18 08:35:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],1,['Все участники'],POINT (44.684615 43.308278),,,,,2010.0,ВАЗ,Белый, Жигули  ВАЗ-2107 модификации,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"['Выезд на полосу встречного движения', 'Управление ТС лицом, не имеющим права на управление ТС', 'Эксплуатация незарегистрированного ТС']","Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",
553,2804233,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.171852, 'long': 44.839153}","[""Uknown""]",Назрановский район,610.0,"с/п Али-Юрт, Экажево-Али-Юрт, 5 км",['Туман'],Съезд с дороги,2022-12-10 01:15:00,Легкий,0,1,Республика Ингушетия,['Мокрое'],1,['Все участники'],POINT (44.839153 43.171852),,,,,2017.0,TOYOTA,Белый,Corolla,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,['Нарушение правил применения ремней безопасности пассажиром'],"Раненый, находящийся (находившийся) на стационарном лечении",
554,2804237,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.350772, 'long': 44.782677}","[ ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Назрановский район,,"с/п Барсуки, Ср. Ачалуки-Плиево, 12 км",['Дождь'],Столкновение,2022-12-04 11:00:00,Тяжёлый,0,3,Республика Ингушетия,['Гололедица'],3,['Все участники'],POINT (44.782677 43.350772),,,,,1997.0,VOLKSWAGEN,Зеленый,Passat,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,"[""Uknown""]",Не пострадал,
555,2804235,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.318184, 'long': 44.686375}","[""Uknown""]",Назрановский район,210.0,"Назрань-Малгобек-Н. Курп-Терек, 14 км",['Дождь'],Столкновение,2022-12-04 12:00:00,С погибшими,2,6,Республика Ингушетия,['Гололедица'],8,['Все участники'],POINT (44.686375 43.318184),,,,,2015.0,ГАЗ,Белый,2752  Соболь  и модификации,Фургоны,Водитель,Мужской,['Несоответствие скорости конкретным условиям движения'],Не пострадал,8.0
556,2804241,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.20222, 'long': 44.862542}","[""Uknown""]",Назрановский район,800.0,"тр. Кавказ-Экажево-Сурхахи, 3 км",['Дождь'],Наезд на пешехода,2022-12-02 21:20:00,С погибшими,1,0,Республика Ингушетия,['Мокрое'],3,"['Все участники', 'Пешеходы']",POINT (44.862542 43.20222),Пешеход,Мужской,"['Иные нарушения', 'Нахождение на проезжей части без цели её перехода']",Скончался на месте ДТП до приезда скорой медицинской помощи,1998.0,MERCEDES,Иные цвета,S-класс,Прочие легковые автомобили,Водитель,Мужской,"['Превышение установленной скорости движения', 'Управление ТС в состоянии алкогольного опьянения']",Скончался в течение 1 суток,28.0
557,2804243,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.216585, 'long': 44.676579}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Назрановский район,810.0,"с Кантышево, ул В.Джабагиева, 3г",['Дождь'],Наезд на пешехода,2022-12-01 16:57:00,С погибшими,1,0,Республика Ингушетия,"['Мокрое', 'Отсутствие освещения']",2,"['Все участники', 'Пешеходы']",POINT (44.676579 43.216585),Пешеход,Женский,,Скончался в течение 10 суток,2009.0,ВАЗ,Черный,ВАЗ 2114 и модификации,"В-класс (малый) до 3,9 м",Пассажир,Мужской,"[""Uknown""]","Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",
558,2448644,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.288726, 'long': 44.849462}","[ ""Выезд с прилегающей территории"", ""Жилые дома индивидуальной застройки"" ]",Назрановский район,610.0,"с Плиево, ул Б.Осканова, 39",['Дождь'],Наезд на препятствие,2018-03-16 23:30:00,С погибшими,1,0,Республика Ингушетия,"['Мокрое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части', 'Отсутствие освещения']",1,['Все участники'],POINT (44.849462 43.288726),,,,,1999.0,ВАЗ,Зеленый, Жигули  ВАЗ-2105 модификации,"В-класс (малый) до 3,9 м",Водитель,,"['Несоответствие скорости конкретным условиям движения', 'Оставление места ДТП']",Не пострадал,
559,2733646,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.288398, 'long': 44.904889}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""АЗС"", ""Нерегулируемый перекрёсток"" ]",Назрановский район,50.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Ясно'],Столкновение,2022-07-31 18:25:00,Тяжёлый,0,2,Республика Ингушетия,['Сухое'],5,['Все участники'],POINT (44.904889 43.288398),,,,,2011.0,BMW,Синий,X5,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,"[""Uknown""]","Раненый, находящийся (находившийся) на стационарном лечении",
560,2719027,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.289967, 'long': 44.942161}","[""Uknown""]",Назрановский район,840.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 585 км",['Ясно'],Наезд на пешехода,2022-04-08 16:35:00,Легкий,0,1,Республика Ингушетия,['Сухое'],2,"['Все участники', 'Пешеходы']",POINT (44.942161 43.289967),Пешеход,Мужской,,Получил телесные повреждения с показанием к лечению в медицинских организациях (кроме разовой медицинской помощи),,,,,"В-класс (малый) до 3,9 м",Водитель,Мужской,"['Несоответствие скорости конкретным условиям движения', 'Несоблюдение требований ОСАГО']","Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",9.0
561,2449437,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.357544, 'long': 44.790595}","[""Uknown""]",Назрановский район,200.0,"тр. Кавказ-Карабулак-Ср. Ачалуки-Гайрбек-Юрт, 19 км",['Ясно'],Столкновение,2020-06-12 17:40:00,С погибшими,1,2,Республика Ингушетия,['Сухое'],3,['Все участники'],POINT (44.790595 43.357544),,,,,2005.0,ВАЗ,Иные цвета,ВАЗ 2115 и модификации,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,['Нарушение правил расположения ТС на проезжей части'],Не пострадал,28.0
562,2449439,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.359634, 'long': 44.759159}","[""Uknown""]",Назрановский район,610.0,,['Ясно'],Съезд с дороги,2020-06-10 16:20:00,Легкий,0,1,Республика Ингушетия,"['Сухое', 'Неровное покрытие']",1,['Все участники'],POINT (44.759159 43.359634),,,,,2003.0,ВАЗ,Иные цвета," Жигули  ВАЗ-2108, 09 и модификации                       ","С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"['Светопропускание стекол менее нормативного', 'Несоблюдение требований ОСАГО']",Не пострадал,15.0
563,2449029,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': 43.254018, 'long': 44.816794}","[ ""Мост, эстакада, путепровод"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Назрановский район,430.0,"с/п Барсуки, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 573 км",['Пасмурно'],Столкновение,2019-06-17 21:45:00,Тяжёлый,0,1,Республика Ингушетия,['Мокрое'],2,['Все участники'],POINT (44.816794 43.254018),,,,,1990.0,КАМАЗ,Иные цвета,5410,Седельные тягачи,Водитель,,"['Несоблюдение очередности проезда', 'Управление ТС лицом, не имеющим права на управление ТС', 'Несоблюдение требований ОСАГО']",Не пострадал,
564,2867543,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.2769, 'long': 44.862}","[""Uknown""]",Назрановский район,70.0,"с/п Гази-Юрт, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 578 км",['Ясно'],Столкновение,2023-07-21 00:05:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],2,['Все участники'],POINT (44.862 43.2769),,,,,2011.0,TOYOTA,Черный,Camry,"В-класс (малый) до 3,9 м",Пассажир,Женский,"[""Uknown""]",Скончался при транспортировке,
565,2867546,['Дорожно-транспортные происшествия'],Сумерки,"{'lat': 43.2952, 'long': 44.8638}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Назрановский район,200.0,"с Плиево, ул Осканова, б н",['Ясно'],Столкновение,2023-07-16 16:40:00,Тяжёлый,0,2,Республика Ингушетия,['Сухое'],4,['Все участники'],POINT (44.8638 43.2952),,,,,2006.0,ВАЗ,Иные цвета,ВАЗ 2115 и модификации,"В-класс (малый) до 3,9 м",Водитель,,"['Несоответствие скорости конкретным условиям движения', 'Оставление места ДТП', 'Несоблюдение требований ОСАГО']",Не пострадал,
566,2867548,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.28, 'long': 44.8704}","[""Uknown""]",Назрановский район,910.0,"с Гази-Юрт, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 579 км",['Ясно'],Наезд на стоящее ТС,2023-07-10 07:30:00,С погибшими,2,0,Республика Ингушетия,['Сухое'],2,['Все участники'],POINT (44.8704 43.28),,,,,2013.0,HYUNDAI,Белый,Solaris,"В-класс (малый) до 3,9 м",Водитель,Мужской,"['Управление ТС лицом, лишенным права управления', 'Несоблюдение требований ОСАГО']",Не пострадал,
567,2867550,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.2579, 'long': 44.8257}","[ ""Жилые дома индивидуальной застройки"" ]",Назрановский район,810.0,"с/п Барсуки, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 574 км",['Ясно'],Наезд на пешехода,2023-07-08 18:30:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],2,"['Все участники', 'Пешеходы']",POINT (44.8257 43.2579),Пешеход,Мужской,,"Раненый, находящийся (находившийся) на стационарном лечении",2007.0,ВАЗ,Иные цвета,ВАЗ 2115 и модификации,"В-класс (малый) до 3,9 м",Водитель,,"['Нарушение правил расположения ТС на проезжей части', 'Эксплуатация незарегистрированного ТС', 'Оставление места ДТП', 'Несоблюдение требований ОСАГО']",Не пострадал,
568,2867552,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.2846, 'long': 44.8404}","[ ""Остановка общественного транспорта"" ]",Назрановский район,190.0,"с Плиево, ул Осканова ДЖ., 0",['Ясно'],Съезд с дороги,2023-07-03 08:55:00,Легкий,0,2,Республика Ингушетия,['Сухое'],3,['Все участники'],POINT (44.8404 43.2846),,,,,2004.0,ГАЗ,Иные цвета,"2705  Газель , 27057 и модификации",Прочие одноярусные,Водитель,Мужской,['Несоблюдение очередности проезда'],Не пострадал,33.0
569,2830034,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': 43.287984, 'long': 44.90108}","[""Uknown""]",Назрановский район,940.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 581 км",['Пасмурно'],Наезд на препятствие,2023-04-14 01:00:00,С погибшими,1,0,Республика Ингушетия,['Мокрое'],2,['Все участники'],POINT (44.90108 43.287984),,,,,2001.0,BMW,Белый,3er,"В-класс (малый) до 3,9 м",Пассажир,Женский,"[""Uknown""]","Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",
570,2830039,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.144272, 'long': 44.852972}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""Нерегулируемый пешеходный переход"", ""Тротуар, пешеходная дорожка"" ]",Назрановский район,500.0,"с Али-Юрт, ул Ч.Ахриева, 23",['Ясно'],Столкновение,2023-04-14 23:50:00,Легкий,0,2,Республика Ингушетия,['Сухое'],3,['Все участники'],POINT (44.852972 43.144272),,,,,2016.0,HYUNDAI,Белый,Solaris,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"['Нарушение правил расположения ТС на проезжей части', 'Несоблюдение требований ОСАГО']","Раненый, находящийся (находившийся) на стационарном лечении",25.0
571,2830048,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.2893, 'long': 44.9579}","[""Uknown""]",Назрановский район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 586 км",['Ясно'],Столкновение,2023-04-10 20:35:00,Тяжёлый,0,4,Республика Ингушетия,['Сухое'],5,['Все участники'],POINT (44.9579 43.2893),,,,,2015.0,HYUNDAI,Иные цвета,Solaris,Прочие легковые автомобили,Водитель,Мужской,['Неправильный выбор дистанции'],"Раненый, находящийся (находившийся) на стационарном лечении",5.0
572,2830042,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.289788, 'long': 44.938159}","[""Uknown""]",Назрановский район,60.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 584 км",['Ясно'],Столкновение,2023-04-12 16:00:00,Тяжёлый,0,2,Республика Ингушетия,['Сухое'],3,['Все участники'],POINT (44.938159 43.289788),,,,,2009.0,NISSAN,Иные цвета,Teana,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,"[""Uknown""]","Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",
573,2830045,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.289077, 'long': 44.961247}","[""Uknown""]",Назрановский район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 586 км",['Ясно'],Столкновение,2023-04-10 20:24:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],2,['Все участники'],POINT (44.961247 43.289077),,,,,2006.0,ГАЗ,Фиолетовый,"3302, 33027 и модификации",Фургоны,Пассажир,Женский,"[""Uknown""]",Получил телесные повреждения с показанием к лечению в медицинских организациях (кроме разовой медицинской помощи),
574,2830050,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.2972, 'long': 44.685}","[""Uknown""]",Назрановский район,70.0,"Назрань-Малгобек-Н. Курп-Терек, 4 км",['Ясно'],Столкновение,2023-04-06 19:50:00,Легкий,0,1,Республика Ингушетия,['Сухое'],10,['Все участники'],POINT (44.685 43.2972),,,,,2008.0,ГАЗ,Белый,"3302, 33027 и модификации",Бортовые грузовые автомобили,Водитель,Мужской,"['Несоблюдение условий, разрешающих движение транспорта задним ходом', 'Несоблюдение требований ОСАГО']",Не пострадал,42.0
575,2830052,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.289858, 'long': 44.850461}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Назрановский район,210.0,"с Плиево, ул Осканова, 33",['Ясно'],Столкновение,2023-04-01 18:10:00,Тяжёлый,0,5,Республика Ингушетия,['Сухое'],5,['Все участники'],POINT (44.850461 43.289858),,,,,2014.0,HYUNDAI,Черный,Solaris,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,['Нарушение правил расположения ТС на проезжей части'],"Раненый, находящийся (находившийся) на стационарном лечении",30.0
576,2830056,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.283524, 'long': 44.839175}","[ ""Жилые дома индивидуальной застройки"", ""Регулируемый перекресток"" ]",Назрановский район,880.0,"с Плиево, ул С.Х.Плиева, 1",['Ясно'],Наезд на пешехода,2023-03-17 17:30:00,С погибшими,1,0,Республика Ингушетия,['Сухое'],2,"['Все участники', 'Пешеходы']",POINT (44.839175 43.283524),Пешеход,Мужской,,Скончался при транспортировке,2004.0,ГАЗ,Многоцветный,"3302, 33027 и модификации",Прочие грузовые автомобили,Водитель,Мужской,"['Несоблюдение очередности проезда', 'Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)', 'Несоблюдение требований ОСАГО']",Скончался на месте ДТП до приезда скорой медицинской помощи,33.0
577,2830058,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.261097, 'long': 44.833531}","[""Uknown""]",Назрановский район,30.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 575 км",['Ясно'],Столкновение,2023-03-12 10:50:00,Тяжёлый,0,1,Республика Ингушетия,['Сухое'],3,['Все участники'],POINT (44.833531 43.261097),,,,,2011.0,LAND ROVER,Белый,Range Rover,"В-класс (малый) до 3,9 м",Водитель,Мужской,"['Неправильный выбор дистанции', 'Несоблюдение требований ОСАГО']",Скончался на месте ДТП до приезда скорой медицинской помощи,17.0
578,2830060,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.26823, 'long': 44.814852}","[ ""Жилые дома индивидуальной застройки"" ]",Назрановский район,140.0,"с Барсуки, ул И.Зязикова, *",['Ясно'],Столкновение,2023-03-11 17:10:00,С погибшими,1,0,Республика Ингушетия,['Сухое'],2,['Все участники'],POINT (44.814852 43.26823),,,,,2008.0,HYUNDAI,Многоцветный,Accent,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"['Несоответствие скорости конкретным условиям движения', 'Управление ТС лицом, не имеющим права на управление ТС', 'Эксплуатация незарегистрированного ТС', 'Несоблюдение требований ОСАГО']","Раненый, находящийся (находившийся) на стационарном лечении",
579,2830062,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.2028, 'long': 44.8601}","[ ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""Школа либо иная детская (в т.ч. дошкольная) организация"", ""Нерегулируемый перекрёсток"", ""Регулируемый пешеходный переход"" ]",Назрановский район,70.0,"с Экажево, тр. Кавказ-Экажево-Сурхахи, 5 км",['Ясно'],Столкновение,2023-03-08 18:20:00,С погибшими,1,0,Республика Ингушетия,['Сухое'],2,['Все участники'],POINT (44.8601 43.2028),,,,,2015.0,ВАЗ,Белый,Priora,"С-класс (малый средний, компактный) до 4,3 м",Водитель,,"['Выезд на полосу встречного движения', 'Несоблюдение требований ОСАГО']","Раненый, находящийся (находившийся) на стационарном лечении",9.0
