,id,tags,light,point,nearby,region,scheme,address,weather,category,datetime,severity,dead_count,injured_count,parent_region,road_conditions,victim_counts,victim_categories,geometry,victim_role,victim_gender,victim_violations,victim_health_status,vehicle_year,vehicle_brand,vehicle_color,vehicle_model,vehicle_category,guilty_role,guilty_gender,guilty_violations,guilty_health_status,guilty_years_of_driving_experience,season,month,day_of_week,time_of_day,hijri,hijri_month_name,in_first_three_days_of_shawwal,vehicle_year_bin_eq_width,guilty_driving_experience_bin
508,2719005,ДТП,"В темное время суток, освещение включено","{lat: 43.297589, long: 44.921422}",Uknown,Назрановский район,70.0,"с Яндаре, Карабулак-Яндырка, 1 км",Ясно,Столкновение,2022-06-27 21:40:00,Тяжёлый,0,3,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.921422 43.297589),,,,,2013.0,ВАЗ,Иные цвета,Granta (Гранта),B — маленькие автомобили,Водитель,Мужской,"Выезд на полосу встречного движения, Несоблюдение требований ОСАГО",Скончался,24.0,Spring,6,Monday,night,1443-11-28,Dhu Al-Qadah,0,2010-2014,21-25
509,2719006,ДТП,"В темное время суток, без освещения","{lat: 43.234417, long: 44.652901}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Назрановский район,500.0,"с Кантышево, ул Грейдерная, -",Ясно,Столкновение,2022-06-09 21:00:00,Легкий,0,1,Республика Ингушетия,Сухое,7,Автомобиль,POINT (44.652901 43.234417),,,,,2009.0,ВАЗ,Белый,"ВАЗ 2111, 21110 (универсал), 21113, 21114",B — маленькие автомобили,Водитель,Мужской,Несоответствие скорости конкретным условиям движения,Не пострадал,7.0,Spring,6,Thursday,night,1443-11-10,Dhu Al-Qadah,0,2005-2009,6-10
510,2719009,ДТП,Светлое время суток,"{lat: 43.227069, long: 44.900887}",Uknown,Назрановский район,200.0,"Сурхахи-Яндаре, 2 км",Дождь,Столкновение,2022-06-06 17:40:00,С погибшими,2,1,Республика Ингушетия,Мокрое,3,Автомобиль,POINT (44.900887 43.227069),,,,,2011.0,ВАЗ,Иные цвета,Priora,B — маленькие автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Несоблюдение требований ОСАГО",Стационарный раненый,10.0,Spring,6,Monday,evening,1443-11-07,Dhu Al-Qadah,0,2010-2014,11-15
511,2719012,ДТП с Детьми,Светлое время суток,"{lat: 43.18365, long: 44.902325}", Жилые дома индивидуальной застройки ,Назрановский район,820.0,"с Сурхахи, ул Товсолта Аушева, 81",Ясно,Наезд на пешехода,2022-04-04 18:00:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Дети,POINT (44.902325 43.18365),Пешеход,Мужской,,Стационарный раненый,2012.0,ВАЗ,Иные цвета,Granta (Гранта),B — маленькие автомобили,Пассажир,Мужской,Uknown,Стационарный раненый,,Spring,4,Monday,evening,1443-09-03,Ramadan,0,2010-2014,
512,2719016,ДТП,Светлое время суток,"{lat: 43.289374, long: 44.849882}", Жилые дома индивидуальной застройки ,Назрановский район,940.0,"с Плиево, ул Осканова, 39",Дождь,Наезд на препятствие,2022-04-29 15:00:00,Тяжёлый,0,1,Республика Ингушетия,Мокрое,1,Автомобиль,POINT (44.849882 43.289374),,,,,2011.0,ВАЗ,Многоцветный, Жигули  ВАЗ-2107 модификации,C — среднеразмерные автомобили,Пассажир,Женский,Uknown,Стационарный раненый,,Spring,4,Friday,day,1443-09-28,Ramadan,0,2010-2014,
513,2719018,ДТП,Светлое время суток,"{lat: 43.274073, long: 44.8207}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Назрановский район,130.0,"с Плиево, ул Осканова, 108",Ясно,Столкновение,2022-04-27 16:30:00,Тяжёлый,0,2,Республика Ингушетия,Сухое,3,Автомобиль,POINT (44.8207 43.274073),,,,,2009.0,ВАЗ,Многоцветный,ВАЗ 2115 и модификации,B — маленькие автомобили,Пассажир,Женский,Uknown,Амбулаторный раненый,,Spring,4,Wednesday,day,1443-09-26,Ramadan,0,2005-2009,
514,2719021,ДТП,Светлое время суток,"{lat: 43.278674, long: 44.866855}",Uknown,Назрановский район,910.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 578 км",Ясно,Наезд на стоящее ТС,2022-04-27 09:00:00,С погибшими,1,2,Республика Ингушетия,Сухое,3,Автомобиль,POINT (44.866855 43.278674),,,,,2013.0,HYUNDAI,Иные цвета,Solaris,C — среднеразмерные автомобили,Пассажир,Женский,Uknown,Амбулаторный раненый,,Spring,4,Wednesday,morning,1443-09-26,Ramadan,0,2010-2014,
515,2719024,ДТП,Светлое время суток,"{lat: 43.287132, long: 44.845945}"," Жилые дома индивидуальной застройки, Регулируемый перекресток, Регулируемый пешеходный переход ",Назрановский район,430.0,"с Плиево, ул Осканова, 25",Ясно,Столкновение,2022-04-25 11:40:00,Легкий,0,2,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.845945 43.287132),,,,,2011.0,ВАЗ,Белый,Kalina,B — маленькие автомобили,Водитель,Мужской,Несоблюдение очередности проезда,Не пострадал,13.0,Spring,4,Monday,morning,1443-09-24,Ramadan,0,2010-2014,11-15
516,2719032,ДТП,Светлое время суток,"{lat: 43.175879, long: 44.892468}", Жилые дома индивидуальной застройки ,Назрановский район,200.0,"Подъезд к с. Сурхахи от а/д Экажево-Али-Юрт, 3 км",Ясно,Столкновение,2022-02-18 14:00:00,Легкий,0,2,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Неудовлетворительное состояние обочин",3,Автомобиль,POINT (44.892468 43.175879),,,,,2005.0,ВАЗ,Иные цвета, Жигули  ВАЗ-2107 модификации,C — среднеразмерные автомобили,Пассажир,Мужской,Uknown,Стационарный раненый,,Winter,2,Friday,day,1443-07-17,Rajab,0,2005-2009,
517,2719040,ДТП с Детьми,"В темное время суток, без освещения","{lat: 43.218297, long: 44.830034}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Назрановский район,430.0,"с Экажево, ул И.М.Идрисова, 25",Ясно,Столкновение,2022-05-04 23:45:00,Легкий,0,2,Республика Ингушетия,Сухое,4,Дети,POINT (44.830034 43.218297),,,,,2019.0,HYUNDAI,Черный,Solaris,B — маленькие автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Не пострадал,26.0,Spring,5,Wednesday,night,1443-10-03,Shawwal,1,2015-2019,26-30
518,2719042,ДТП,Светлое время суток,"{lat: 43.286078, long: 44.889922}",Uknown,Назрановский район,40.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 580 км",Ясно,Столкновение,2022-05-30 14:05:00,С погибшими,1,2,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.889922 43.286078),,,,,2008.0,ВАЗ,Черный,ВАЗ 2115 и модификации,B — маленькие автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Управление ТС лицом, не имеющим права на управление ТС, Несоблюдение требований ОСАГО",Стационарный раненый,,Spring,5,Monday,day,1443-10-29,Shawwal,0,2005-2009,
519,2719045,ДТП с Детьми,Светлое время суток,"{lat: 43.1903, long: 44.90608}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток равнозначных улиц (дорог) ",Назрановский район,810.0,"с Сурхахи, ул Казахская, 10",Дождь,Наезд на пешехода,2022-05-02 14:40:00,Легкий,0,1,Республика Ингушетия,"Мокрое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Дети,POINT (44.90608 43.1903),Пешеход,Женский,Неожиданный выход из-за ТС,Амбулаторный раненый,2008.0,AUDI,Белый,А4,C — среднеразмерные автомобили,Пассажир,Мужской,Uknown,Стационарный раненый,,Spring,5,Monday,day,1443-10-01,Shawwal,1,2005-2009,
520,2719047,ДТП,"В темное время суток, без освещения","{lat: 43.205207, long: 44.847586}",Uknown,Назрановский район,600.0,"с Экажево, тр. Кавказ-Экажево-Сурхахи, 6 км",Ясно,Съезд с дороги,2022-05-13 23:00:00,Тяжёлый,0,1,Республика Ингушетия,"Неисправное освещение, Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",1,Автомобиль,POINT (44.847586 43.205207),,,,,2009.0,ВАЗ,Многоцветный,Priora,B — маленькие автомобили,Водитель,Мужской,Uknown,Не пострадал,11.0,Spring,5,Friday,night,1443-10-12,Shawwal,0,2005-2009,11-15
521,2772702,ДТП,"В темное время суток, освещение включено","{lat: 43.298198, long: 44.921368}"," Выезд с прилегающей территории, Жилые дома индивидуальной застройки ",Назрановский район,300.0,"с Яндаре, Карабулак-Яндырка, 3 км",Ясно,Столкновение,2022-10-06 22:55:00,Тяжёлый,0,3,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.921368 43.298198),,,,,2012.0,ВАЗ,Иные цвета,Priora,B — маленькие автомобили,Пассажир,Женский,Uknown,Стационарный раненый,,Fall,10,Thursday,night,1444-03-10,Rabi Al-Awwal,0,2010-2014,
522,2772704,ДТП,"В темное время суток, без освещения","{lat: 43.256752, long: 44.820861}"," Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов ",Назрановский район,800.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 574 км",Ясно,Наезд на пешехода,2022-10-02 19:50:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Пешеходы,POINT (44.820861 43.256752),Пешеход,Мужской,Неожиданный выход из-за стоящего ТС,Стационарный раненый,2010.0,ВАЗ,Белый,Priora,B — маленькие автомобили,Водитель,Мужской,Неправильный выбор дистанции,Не пострадал,2.0,Fall,10,Sunday,evening,1444-03-06,Rabi Al-Awwal,0,2010-2014,0-5
523,2449123,ДТП,Светлое время суток,"{lat: 43.283053, long: 44.682964}",Uknown,Назрановский район,610.0,"Назрань-Малгобек-Н. Курп-Терек, 11 км",Пасмурно,Наезд на препятствие,2016-11-26 09:30:00,Тяжёлый,0,2,Республика Ингушетия,Мокрое,3,Автомобиль,POINT (44.682964 43.283053),,,,,2010.0,ВАЗ,Иные цвета, Жигули  ВАЗ-2107 модификации,B — маленькие автомобили,Водитель,Мужской,"Нарушение правил расположения ТС на проезжей части, Нарушение правил перевозки детей (не использование детских сидений либо удерживающих устройств), Несоблюдение требований ОСАГО",Стационарный раненый,1.0,Fall,11,Saturday,morning,1438-02-26,Safar,0,2010-2014,0-5
