,id,tags,light,point,nearby,region,scheme,address,weather,category,datetime,severity,dead_count,injured_count,parent_region,road_conditions,victim_counts,victim_categories,geometry,victim_role,victim_gender,victim_violations,victim_health_status,vehicle_year,vehicle_brand,vehicle_color,vehicle_model,vehicle_category,guilty_role,guilty_gender,guilty_violations,guilty_health_status,guilty_years_of_driving_experience,season,month,day_of_week,time_of_day,hijri,hijri_month_name,in_first_three_days_of_shawwal,vehicle_year_bin_eq_width,guilty_driving_experience_bin
1013,2449159,ДТП,Светлое время суток,"{lat: None, long: None}"," Мост, Мост, эстакада, путепровод ",Сунженский  район,610.0,"Подъезд к ст. Троицкая от тр. Кавказ, 40 км",Ясно,Опрокидывание,2015-04-08 15:05:00,С погибшими,1,0,Республика Ингушетия,Сухое,1,Автомобиль,,,,,,2010.0,ВАЗ,Иные цвета,Priora,C — среднеразмерные автомобили,Водитель,Мужской,"Неправильный выбор дистанции, Несоблюдение требований ОСАГО",Стационарный раненый,32.0,Spring,4,Wednesday,day,1436-06-19,Jumada Al-Thani,0,2010-2014,31+
1014,2449102,ДТП,Светлое время суток,"{lat: 43.3125, long: 45.0519}",Uknown,Сунженский  район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 588 км",Ясно,Столкновение,2017-04-03 15:30:00,Тяжёлый,0,4,Республика Ингушетия,Сухое,4,Автомобиль,POINT (45.0519 43.3125),,,,,2007.0,ВАЗ,Иные цвета,ВАЗ 2112 и модификации,C — среднеразмерные автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Стационарный раненый,11.0,Spring,4,Monday,day,1438-07-06,Rajab,0,2005-2009,11-15
1015,2449276,ДТП,Светлое время суток,"{lat: None, long: None}",Uknown,Сунженский  район,140.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 587 км",Ясно,Столкновение,2015-07-14 14:30:00,С погибшими,1,1,Республика Ингушетия,Сухое,3,Автомобиль,,,,,,2008.0,ВАЗ,Иные цвета,Priora,C — среднеразмерные автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Несоблюдение требований ОСАГО, Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения",Не пострадал,15.0,Summer,7,Tuesday,day,1436-09-27,Ramadan,0,2005-2009,16-20
1016,2449261,ДТП с Детьми,"В темное время суток, освещение включено","{lat: None, long: None}", Крупный торговый объект (являющийся объектом массового тяготения пешеходов и (или) транспорта) ,Сунженский  район,70.0,"ст-ца Орджоникидзевская, ул Свердлова",Ясно,Столкновение,2015-07-21 23:30:00,С погибшими,1,3,Республика Ингушетия,Сухое,5,Дети,,,,,,2012.0,Прочие марки ТС,Синий,Прочие марки и модели ТС,M — минивэны и коммерческие автомобили,Водитель,Мужской,"Нарушение требований дорожных знаков, Нарушение правил обгона, Несоблюдение требований ОСАГО",Стационарный раненый,8.0,Summer,7,Tuesday,night,1436-10-05,Shawwal,0,2010-2014,6-10
1017,2448858,ДТП,Светлое время суток,"{lat: 43.3122, long: 45.0522}", Жилые дома индивидуальной застройки ,Сунженский  район,610.0,"ст-ца Троицкая, ул Мостовая, 34",Пасмурно,Наезд на препятствие,2017-11-27 13:30:00,Легкий,0,1,Республика Ингушетия,Мокрое,2,Автомобиль,POINT (45.0522 43.3122),,,,,2002.0,ВАЗ,Зеленый, Жигули  ВАЗ-2107 модификации,B — маленькие автомобили,Водитель,Мужской,Uknown,Не пострадал,9.0,Fall,11,Monday,day,1439-03-09,Rabi Al-Awwal,0,2000-2004,6-10
1018,2448534,ДТП,Светлое время суток,"{lat: 43.3133, long: 45.0506}"," АЗС, Регулируемый перекресток ",Сунженский  район,420.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 590 км",Ясно,Столкновение,2017-07-29 13:00:00,Легкий,0,2,Республика Ингушетия,Сухое,4,Автомобиль,POINT (45.0506 43.3133),,,,,1998.0,ВАЗ,Черный,Priora,B — маленькие автомобили,Пассажир,Мужской,Uknown,Скончался,,Summer,7,Saturday,day,1438-11-06,Dhu Al-Qadah,0,1995-1999,
1019,2448547,ДТП,Светлое время суток,"{lat: 43.3136, long: 45.0506}", Производственное предприятие ,Сунженский  район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 587 км",Ясно,Столкновение,2017-07-09 19:30:00,Тяжёлый,0,2,Республика Ингушетия,Сухое,2,Автомобиль,POINT (45.0506 43.3136),,,,,2003.0,ВАЗ,Серый," Жигули  ВАЗ-2108, 09 и модификации                       ",C — среднеразмерные автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Несоблюдение требований ОСАГО",Скончался,8.0,Summer,7,Sunday,evening,1438-10-15,Shawwal,0,2000-2004,6-10
1020,2449410,ДТП,Светлое время суток,"{lat: 43.278861, long: 45.05064}",Uknown,Сунженский  район,210.0,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 1 км",Пасмурно,Столкновение,2019-04-19 08:40:00,Тяжёлый,0,2,Республика Ингушетия,Мокрое,2,Автомобиль,POINT (45.05064 43.278861),,,,,2004.0,ВАЗ,Серый," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,"Выезд на полосу встречного движения, Управление ТС лицом, лишенным права управления, Несоблюдение требований ОСАГО",Скончался,,Spring,4,Friday,morning,1440-08-14,Shaban,0,2000-2004,
1021,2448974,ДТП с Детьми,"В темное время суток, без освещения","{lat: None, long: None}"," Мост, Мост, эстакада, путепровод ",Сунженский  район,610.0,"Иные, 16 км",Пасмурно,Опрокидывание,2015-01-03 01:30:00,Тяжёлый,0,1,Республика Ингушетия,"Мокрое, Отсутствие освещения",2,Дети,,,,,,1996.0,MERCEDES,Синий,Прочие модели Mercedes,C — среднеразмерные автомобили,Водитель,Мужской,Превышение установленной скорости движения,Скончался,3.0,Winter,1,Saturday,night,1436-03-12,Rabi Al-Awwal,0,1995-1999,0-5
1022,2448979,ДТП,Светлое время суток,"{lat: None, long: None}",Uknown,Сунженский  район,210.0,"Подъезд к ст. Троицкая от тр. Кавказ, 4 км",Ясно,Столкновение,2015-01-14 13:30:00,С погибшими,1,5,Республика Ингушетия,Сухое,7,Автомобиль,,,,,,2002.0,ВАЗ,Белый, Жигули  ВАЗ-2107 модификации,B — маленькие автомобили,Водитель,Мужской,"Управление ТС лицом, не имеющим права на управление ТС, Несоблюдение требований ОСАГО",Не пострадал,,Winter,1,Wednesday,day,1436-03-23,Rabi Al-Awwal,0,2000-2004,
1023,2449137,ДТП,"В темное время суток, без освещения","{lat: 43.285438, long: 45.005343}", Иной объект ,Сунженский  район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 589 км",Ясно,Столкновение,2018-07-22 02:00:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (45.005343 43.285438),,,,,1996.0,SCANIA,Белый,R,M — минивэны и коммерческие автомобили,Пассажир,Мужской,Uknown,Не пострадал,,Summer,7,Sunday,night,1439-11-09,Dhu Al-Qadah,0,1995-1999,
1024,2448933,ДТП,Светлое время суток,"{lat: 43.31069, long: 44.941463}", АЗС ,Сунженский  район,200.0,"Орджоникидзевская-Назрань, 8 км",Ясно,Столкновение,2019-05-06 17:35:00,С погибшими,3,1,Республика Ингушетия,Сухое,4,Автомобиль,POINT (44.941463 43.31069),,,,,2009.0,ВАЗ,Зеленый,ВАЗ 2114 и модификации,B — маленькие автомобили,Водитель,Мужской,"Другие нарушения ПДД водителем, Несоблюдение требований ОСАГО",Амбулаторный раненый,7.0,Spring,5,Monday,evening,1440-09-01,Ramadan,0,2005-2009,6-10
1025,2448917,ДТП,Светлое время суток,"{lat: 43.099205, long: 44.988177}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Остановка общественного транспорта, Нерегулируемый пешеходный переход ",Сунженский  район,610.0,"с Галашки, ул Шоссейная, 27",Ясно,Опрокидывание,2018-10-23 11:10:00,С погибшими,1,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (44.988177 43.099205),,,,,2000.0,AUDI,Серый,80,B — маленькие автомобили,Водитель,Мужской,"Другие нарушения ПДД водителем, Несоблюдение требований ОСАГО",Стационарный раненый,3.0,Fall,10,Tuesday,morning,1440-02-14,Safar,0,2000-2004,0-5
1026,2448712,ДТП,Светлое время суток,"{lat: 43.3231, long: 45.0414}"," Жилые дома индивидуальной застройки, Остановка общественного транспорта, Нерегулируемый пешеходный переход ",Сунженский  район,200.0,"с/п Троицкое, Орджоникидзевская-Назрань, 26 км",Ясно,Столкновение,2017-09-20 11:30:00,С погибшими,1,2,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",3,Автомобиль,POINT (45.0414 43.3231),,,,,2006.0,ВАЗ,Серый,"ВАЗ 2110, 21101, 21102, 21103, 21108",C — среднеразмерные автомобили,Водитель,Мужской,Uknown,Не пострадал,4.0,Summer,9,Wednesday,morning,1438-12-29,Dhu Al-Hijjah,0,2005-2009,0-5
1027,2448543,ДТП,Светлое время суток,"{lat: 43.2383, long: 45.0503}", АЗС ,Сунженский  район,,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 8 км",Ясно,Опрокидывание,2017-07-12 12:50:00,С погибшими,1,1,Республика Ингушетия,Сухое,2,Автомобиль,POINT (45.0503 43.2383),,,,,2015.0,ВАЗ,Белый,Granta (Гранта),B — маленькие автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Не пострадал,11.0,Summer,7,Wednesday,day,1438-10-18,Shawwal,0,2015-2019,11-15
1028,2448718,ДТП,"В темное время суток, без освещения","{lat: 43.3231, long: 45.0414}", Жилые дома индивидуальной застройки ,Сунженский  район,820.0,"ст-ца Троицкая, ул Колхозная, 44",Ясно,Наезд на пешехода,2017-09-10 20:00:00,С погибшими,1,0,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие освещения",2,Пешеходы,POINT (45.0414 43.3231),Пешеход,Мужской,Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка),Скончался,2005.0,ВАЗ,Белый, Жигули  ВАЗ-2107 модификации,B — маленькие автомобили,Пассажир,,Uknown,Стационарный раненый,,Summer,9,Sunday,evening,1438-12-19,Dhu Al-Hijjah,0,2005-2009,
1029,2448731,ДТП,Светлое время суток,"{lat: 43.279877, long: 45.050747}"," Мост, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Сунженский  район,600.0,"с/п Нестеровское, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 593 км",Ясно,Опрокидывание,2020-05-28 17:30:00,С погибшими,1,1,Республика Ингушетия,Сухое,3,Автомобиль,POINT (45.050747 43.279877),,,,,2015.0,ВАЗ,Черный,Priora,C — среднеразмерные автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Управление ТС в состоянии алкогольного опьянения, Несоблюдение требований ОСАГО",Скончался,6.0,Spring,5,Thursday,evening,1441-10-05,Shawwal,0,2015-2019,6-10
1030,2448861,ДТП,Светлое время суток,"{lat: 43.3231, long: 45.0414}",Uknown,Сунженский  район,610.0,"Иные, 2 км",Ясно,Опрокидывание,2017-11-21 09:25:00,Легкий,0,1,Республика Ингушетия,Сухое,1,Автомобиль,POINT (45.0414 43.3231),,,,,1994.0,ЗИЛ,Иные цвета,5343,M — минивэны и коммерческие автомобили,Водитель,Мужской,Uknown,Не пострадал,47.0,Fall,11,Tuesday,morning,1439-03-03,Rabi Al-Awwal,0,1990-1994,31+
1031,2448865,ДТП,Светлое время суток,"{lat: 43.2958, long: 45.0519}",Uknown,Сунженский  район,610.0,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 1 км",Ясно,Наезд на препятствие,2017-11-18 11:00:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,1,Автомобиль,POINT (45.0519 43.2958),,,,,2006.0,ВАЗ,Иные цвета, Жигули  ВАЗ-2107 модификации,B — маленькие автомобили,Водитель,Мужской,"Нарушение правил пользования внешними световыми приборами, Управление ТС лицом, не имеющим права на управление ТС, Эксплуатация незарегистрированного ТС, Несоблюдение требований ОСАГО",Стационарный раненый,,Fall,11,Saturday,morning,1439-02-29,Safar,0,2005-2009,
1032,2449222,ДТП с Детьми,Светлое время суток,"{lat: 43.241631, long: 45.04696}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Нерегулируемый пешеходный переход ",Сунженский  район,810.0,"ст-ца Нестеровская, ул Первомайская, 20",Ясно,Наезд на велосипедиста,2018-08-12 18:10:00,С погибшими,1,0,Республика Ингушетия,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части",2,Дети,POINT (45.04696 43.241631),,,,,2008.0,VOLVO,Зеленый,S40,C — среднеразмерные автомобили,Водитель,Мужской,"Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия, Нарушение правил перевозки детей (не использование детских сидений либо удерживающих устройств)",Амбулаторный раненый,6.0,Summer,8,Sunday,evening,1439-12-01,Dhu Al-Hijjah,0,2005-2009,6-10
1033,2449236,ДТП с Детьми,"В темное время суток, без освещения","{lat: 43.297667, long: 44.983091}",Uknown,Сунженский  район,210.0,,Ясно,Столкновение,2020-03-11 18:40:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие освещения",2,Дети,POINT (44.983091 43.297667),,,,,2006.0,ВАЗ,Серый,ВАЗ 2112 и модификации,C — среднеразмерные автомобили,Пассажир,Женский,Нарушение правил применения ремней безопасности пассажиром,Скончался,,Winter,3,Wednesday,evening,1441-07-16,Rajab,0,2005-2009,
1034,2449255,ДТП,"В темное время суток, без освещения","{lat: 42.8689, long: 44.9289}"," Мост, эстакада, путепровод ",Сунженский  район,610.0,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 57 км",Ясно,Опрокидывание,2016-03-24 01:00:00,Тяжёлый,0,4,Республика Ингушетия,"Сухое, Отсутствие освещения",4,Автомобиль,POINT (44.9289 42.8689),,,,,2005.0,ВАЗ,Черный,ВАЗ 2112 и модификации,C — среднеразмерные автомобили,Водитель,Мужской,Нарушение правил обгона,Не пострадал,1.0,Winter,3,Thursday,night,1437-06-15,Jumada Al-Thani,0,2005-2009,0-5
1035,2449257,ДТП,"В темное время суток, освещение включено","{lat: 43.2831, long: 45.0647}", АЗС ,Сунженский  район,,"г Орджоникидзевское, Иные, 0 км",Снегопад,Опрокидывание,2016-03-16 01:45:00,С погибшими,1,0,Республика Ингушетия,Мокрое,1,Автомобиль,POINT (45.0647 43.2831),,,,,2015.0,ВАЗ,Коричневый,Priora,C — среднеразмерные автомобили,Пассажир,Мужской,Uknown,Стационарный раненый,,Winter,3,Wednesday,night,1437-06-07,Jumada Al-Thani,0,2015-2019,
1036,2449435,ДТП,Светлое время суток,"{lat: 43.270706, long: 45.035706}",Uknown,Сунженский  район,500.0,,Ясно,Столкновение,2020-06-06 17:45:00,Тяжёлый,0,25,Республика Ингушетия,Сухое,31,Автомобиль,POINT (45.035706 43.270706),,,,,2006.0,ПАЗ,Желтый,32053,M — минивэны и коммерческие автомобили,Водитель,Мужской,"Нарушение правил обгона, Несоблюдение требований ОСАГО",Не пострадал,,Spring,6,Saturday,evening,1441-10-14,Shawwal,0,2005-2009,
1037,2448820,ДТП с Детьми,"В темное время суток, без освещения","{lat: 43.3125, long: 45.0517}",Uknown,Сунженский  район,70.0,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 12 км",Ясно,Столкновение,2018-02-18 20:15:00,С погибшими,1,4,Республика Ингушетия,"Сухое, Отсутствие освещения",5,Дети,POINT (45.0517 43.3125),,,,,1999.0,Прочие марки ТС,Синий,Прочие марки и модели ТС,M — минивэны и коммерческие автомобили,Водитель,Мужской,Нарушение правил расположения ТС на проезжей части,Не пострадал,26.0,Winter,2,Sunday,evening,1439-06-02,Jumada Al-Thani,0,1995-1999,26-30
1038,2448787,ДТП с Детьми,"В темное время суток, освещение включено","{lat: 43.279908, long: 45.050726}"," Подход к мосту, эстакаде, путепроводу, Нерегулируемый перекрёсток ",Сунженский  район,,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 1 км",Ясно,Столкновение,2019-03-25 20:20:00,Тяжёлый,0,4,Республика Ингушетия,Сухое,4,Дети,POINT (45.050726 43.279908),,,,,1999.0,ВАЗ,Синий," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Стационарный раненый,12.0,Winter,3,Monday,evening,1440-07-18,Rajab,0,1995-1999,11-15
1039,2557527,ДТП,Светлое время суток,"{lat: 43.286406, long: 45.051949}"," Нерегулируемый перекрёсток неравнозначных улиц (дорог), Эстакада, путепровод ",Сунженский  район,430.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 593 км",Ясно,Столкновение,2021-03-02 12:35:00,С погибшими,1,1,Республика Ингушетия,Сухое,4,Автомобиль,POINT (45.051949 43.286406),,,,,2009.0,ВАЗ,Черный,Priora,C — среднеразмерные автомобили,Водитель,Женский,"Несоответствие скорости конкретным условиям движения, Управление ТС лицом, не имеющим права на управление ТС, Управление ТС лицом, находящимся в состоянии алкогольного опьянения и не имеющим права управления ТС либо лишенным права управления ТС, Несоблюдение требований ОСАГО",Скончался,,Winter,3,Tuesday,day,1442-07-18,Rajab,0,2005-2009,
1040,2449365,ДТП,Светлое время суток,"{lat: None, long: None}",Uknown,Сунженский  район,40.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 597 км",Ясно,Столкновение,2015-08-31 14:20:00,Тяжёлый,0,1,Республика Ингушетия,Сухое,2,Автомобиль,,,,,,2007.0,ВАЗ,Серый,Kalina,B — маленькие автомобили,Водитель,Мужской,Нарушение правил обгона,Амбулаторный раненый,6.0,Summer,8,Monday,day,1436-11-16,Dhu Al-Qadah,0,2005-2009,6-10
1041,2616174,ДТП,"В темное время суток, без освещения","{lat: 43.287054, long: 44.98601}",Uknown,Сунженский  район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 589 км",Ясно,Столкновение,2021-08-27 21:30:00,Тяжёлый,0,2,Республика Ингушетия,Сухое,3,Автомобиль,POINT (44.98601 43.287054),,,,,2000.0,ВАЗ,Синий," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,"Управление ТС в состоянии алкогольного опьянения, Несоблюдение требований ОСАГО",Скончался,27.0,Summer,8,Friday,night,1443-01-19,Muharram,0,2000-2004,26-30
1042,2448960,ДТП с Детьми,Светлое время суток,"{lat: 43.3128, long: 45.0519}"," Нерегулируемый перекрёсток, Школа либо иное детское (в т.ч. дошкольное) учреждение ",Сунженский  район,800.0,"пгт Сунжа, ул Висаитова, №58",Ясно,Наезд на пешехода,2016-09-07 14:20:00,Легкий,0,1,Республика Ингушетия,Сухое,2,Дети,POINT (45.0519 43.3128),Пешеход,Мужской,Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка),Амбулаторный раненый,2002.0,ВАЗ,Серый,ВАЗ 2120 и модификации,B — маленькие автомобили,Водитель,Мужской,Несоответствие скорости конкретным условиям движения,Стационарный раненый,15.0,Summer,9,Wednesday,day,1437-12-06,Dhu Al-Hijjah,0,2000-2004,16-20
1043,2448963,ДТП с Детьми,Светлое время суток,"{lat: None, long: None}"," АЗС, Регулируемый перекресток ",Сунженский  район,400.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 590 км",Ясно,Наезд на препятствие,2016-09-03 13:30:00,Легкий,0,3,Республика Ингушетия,Сухое,4,Дети,,,,,,2016.0,TOYOTA,Белый,Century,B — маленькие автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Управление ТС в состоянии алкогольного опьянения, Несоблюдение требований ОСАГО",Скончался,3.0,Summer,9,Saturday,day,1437-12-02,Dhu Al-Hijjah,0,2015-2019,0-5
1044,2448574,ДТП,Светлое время суток,"{lat: 43.3122, long: 45.0519}",Uknown,Сунженский  район,210.0,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 3 км",Пасмурно,Столкновение,2018-01-26 08:10:00,Тяжёлый,0,3,Республика Ингушетия,Мокрое,4,Автомобиль,POINT (45.0519 43.3122),,,,,2003.0,ВАЗ,Зеленый," Жигули  ВАЗ-2108, 09 и модификации                       ",C — среднеразмерные автомобили,Пассажир,Мужской,Нарушение правил применения ремней безопасности пассажиром,Скончался,,Winter,1,Friday,morning,1439-05-09,Jumada Al-Awwal,0,2000-2004,
1045,2448846,ДТП,Светлое время суток,"{lat: 18.8231, long: 3.0356}"," Жилые дома индивидуальной застройки, Остановка общественного транспорта, Нерегулируемый пешеходный переход ",Сунженский  район,610.0,"ст-ца Троицкая, ул Шоссейная, 7",Дождь,Опрокидывание,2017-05-04 04:30:00,С погибшими,1,0,Республика Ингушетия,Мокрое,1,Автомобиль,POINT (3.0356 18.8231),,,,,2007.0,DAEWOO,Красный,Matiz,B — маленькие автомобили,Водитель,Мужской,"Несоответствие скорости конкретным условиям движения, Несоблюдение требований ОСАГО",Стационарный раненый,,Spring,5,Thursday,night,1438-08-08,Shaban,0,2005-2009,
1046,2449069,ДТП,Светлое время суток,"{lat: 43.3125, long: 45.0522}", АЗС ,Сунженский  район,10.0,"Орджоникидзевская-Назрань, 9 км",Ясно,Столкновение,2016-10-08 16:00:00,Легкий,0,2,Республика Ингушетия,Сухое,3,Автомобиль,POINT (45.0522 43.3125),,,,,2014.0,HYUNDAI,Черный,Прочие модели Hyundai,M — минивэны и коммерческие автомобили,Водитель,Мужской,"Превышение установленной скорости движения, Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия, Управление ТС лицом, не имеющим права на управление ТС",Стационарный раненый,,Fall,10,Saturday,day,1438-01-07,Muharram,0,2010-2014,
1047,2449073,ДТП,"В темное время суток, освещение включено","{lat: 4.3119, long: 43.05}", Жилые дома индивидуальной застройки ,Сунженский  район,200.0,"пгт Сунжа, ул Калинина, 126",Ясно,Столкновение,2016-10-04 20:00:00,С погибшими,1,1,Республика Ингушетия,Сухое,3,Автомобиль,POINT (43.05 4.3119),,,,,2003.0,ВАЗ,Иные цвета,ВАЗ 2112 и модификации,B — маленькие автомобили,Пассажир,Мужской,Uknown,Амбулаторный раненый,,Fall,10,Tuesday,evening,1438-01-03,Muharram,0,2000-2004,
1048,2448829,ДТП,"В темное время суток, без освещения","{lat: 43.3125, long: 45.0519}",Uknown,Сунженский  район,610.0,"Подъезд к ст. Троицкая от тр. Кавказ, 1 км",Пасмурно,Наезд на препятствие,2018-02-28 21:05:00,Тяжёлый,0,1,Республика Ингушетия,"Мокрое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие освещения",1,Автомобиль,POINT (45.0519 43.3125),,,,,2001.0,ВАЗ,Иные цвета," Жигули  ВАЗ-2108, 09 и модификации                       ",C — среднеразмерные автомобили,Водитель,Мужской,"Несоблюдение очередности проезда, Управление ТС лицом, не имеющим права на управление ТС, Несоблюдение требований ОСАГО",Скончался,,Winter,2,Wednesday,night,1439-06-12,Jumada Al-Thani,0,2000-2004,
1049,2448721,ДТП,"В темное время суток, без освещения","{lat: 43.3231, long: 45.0414}"," Нерегулируемый перекрёсток неравнозначных улиц (дорог), Кладбище ",Сунженский  район,930.0,"с Алкун, тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 41 км",Ясно,Наезд на препятствие,2017-09-09 20:50:00,С погибшими,1,0,Республика Ингушетия,"Сухое, Отсутствие освещения, Неровное покрытие",1,Автомобиль,POINT (45.0414 43.3231),,,,,2002.0,MERCEDES,Синий,E-класс,D — полноразмерные автомобили,Водитель,Мужской,"Нарушение правил перевозки детей (не использование детских сидений либо удерживающих устройств), Несоблюдение требований ОСАГО",Не пострадал,14.0,Summer,9,Saturday,evening,1438-12-18,Dhu Al-Hijjah,0,2000-2004,11-15
1050,2449114,ДТП,Светлое время суток,"{lat: 44.3294, long: 46.0689}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток ",Сунженский  район,610.0,"ст-ца Нестеровская, ул Первомайская, 25",Ясно,Наезд на препятствие,2016-11-09 14:25:00,С погибшими,1,1,Республика Ингушетия,Сухое,3,Автомобиль,POINT (46.0689 44.3294),,,,,1999.0,ВАЗ,Серый," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,Несоблюдение требований ОСАГО,Стационарный раненый,2.0,Fall,11,Wednesday,day,1438-02-09,Safar,0,1995-1999,0-5
1051,2449170,ДТП,"В темное время суток, без освещения","{lat: 43.3161, long: 45.0539}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Сунженский  район,770.0,"пгт Сунжа, ул Демченко, 87",Ясно,Наезд на пешехода,2016-05-19 01:20:00,С погибшими,1,0,Республика Ингушетия,"Сухое, Отсутствие освещения",2,Пешеходы,POINT (45.0539 43.3161),Пешеход,Мужской,,Скончался,,,,,,Водитель,Мужской,"Выезд на полосу встречного движения, Несоблюдение требований ОСАГО",Не пострадал,4.0,Spring,5,Thursday,night,1437-08-12,Shaban,0,Unknown,0-5
1052,2448360,ДТП,"В темное время суток, без освещения","{lat: 43.07699, long: 44.987224}"," Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Сунженский  район,610.0,"с Галашки, ул Шоссейная",Пасмурно,Опрокидывание,2017-06-23 01:30:00,Тяжёлый,0,1,Республика Ингушетия,"Мокрое, Отсутствие освещения",1,Автомобиль,POINT (44.987224 43.07699),,,,,2002.0,ВАЗ,Синий," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,"Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель), Несоблюдение требований ОСАГО",Стационарный раненый,15.0,Spring,6,Friday,night,1438-09-28,Ramadan,0,2000-2004,16-20
1053,2448816,ДТП,"В темное время суток, без освещения","{lat: None, long: None}"," Выезд с прилегающей территории, Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток неравнозначных улиц (дорог) ",Сунженский  район,600.0,"ст-ца Нестеровская, ул Шоссейная, 30",Ясно,Наезд на препятствие,2015-12-09 17:35:00,Тяжёлый,0,1,Республика Ингушетия,"Сухое, Отсутствие освещения",1,Автомобиль,,,,,,2004.0,ВАЗ,Зеленый," Жигули  ВАЗ-2108, 09 и модификации                       ",B — маленькие автомобили,Водитель,Мужской,Uknown,Не пострадал,23.0,Fall,12,Wednesday,evening,1437-02-27,Safar,0,2000-2004,21-25
